Year,Site_ID,Pot_Count,Total_Spot_Count,Total_Spot_Wt_KG,Proportion_Large,Est_Wt_Large,Est_Count_LG,CPUE_All_KG,CPUE_All_LB,CPUE_All_Count,CPUE_Large_KG,CPUE_Large_LB,CPUE_Large_Count
1997,7,44,161,4.104,0.724207,2.972146,84,0.093272,0.205629,3.65909,0.067548,0.148918,1.90909
1997,8,43,636,10.652,0.501682,5.343921,179.695238,0.24772,0.546125,14.790697,0.124277,0.273981,4.178959
1998,1,44,190,4.322,0.808289,3.493429,109,0.098227,0.216551,4.318181,0.079396,0.175036,2.477272
1998,2,44,106,2.724,0.774718,2.110334,61,0.061909,0.136484,2.40909,0.047962,0.105737,1.386363
1998,3,44,576,7.372,0.373326,2.752159,87,0.167545,0.36937,13.090909,0.062549,0.137895,1.977272
1998,4,44,947,12.65,0.374933,4.742911,180,0.2875,0.633822,21.522727,0.107793,0.237641,4.090909
1998,5,44,194,2.456,0.295649,0.726114,26,0.055818,0.123056,4.40909,0.016502,0.036381,0.590909
1998,7,44,239,5.167,0.676266,3.494267,108,0.117431,0.25889,5.431818,0.079415,0.175078,2.454545
1999,1,44,239,4.492,0.610359,2.741733,80,0.10209,0.225069,5.431818,0.062312,0.137373,1.818181
1999,2,43,537,11.394,0.559073,6.370083,206,0.264976,0.584167,12.488372,0.148141,0.326592,4.790697
1999,3,44,1155,18.004,0.389079,7.004991,202.083926,0.409181,0.902082,26.25,0.159204,0.350981,4.592816
1999,4,43,815,13.65,0.420121,5.734656,178,0.317441,0.699832,18.953488,0.133364,0.294014,4.139534
1999,5,44,403,5.4,0.277122,1.496459,51,0.122727,0.270564,9.15909,0.03401,0.074979,1.15909
1999,6,43,370,4.998,0.275114,1.37502,54.960212,0.116232,0.256246,8.604651,0.031977,0.070496,1.278144
1999,7,44,593,12.382,0.676086,8.371303,268,0.281409,0.620394,13.477272,0.190256,0.41944,6.090909
1999,8,41,273,4.102,0.368592,1.511968,47,0.100048,0.220567,6.658536,0.036877,0.081299,1.146341
2000,1,44,350,7.914,0.761599,6.027296,208,0.179863,0.396527,7.954545,0.136984,0.301994,4.727272
2000,2,44,1146,18.285,0.502876,9.195105,328,0.415568,0.916161,26.045454,0.208979,0.460716,7.454545
2000,3,42,893,14.789,0.6055,8.954744,288,0.352119,0.776281,21.261904,0.213208,0.470038,6.857142
2000,4,44,731,12.551,0.499983,6.275291,233,0.28525,0.628862,16.613636,0.14262,0.31442,5.295454
2000,5,43,620,8.407,0.362587,3.048274,123,0.195511,0.431024,14.418604,0.07089,0.156284,2.860465
2000,6,44,854,12.944,0.422223,5.465264,199,0.294181,0.648553,19.40909,0.12421,0.273834,4.522727
2000,7,44,1218,25.651,0.706766,18.129274,627,0.582977,1.285231,27.681818,0.412028,0.908359,14.25
2000,8,44,733,10.751,0.452446,4.864249,176,0.24434,0.538673,16.65909,0.110551,0.243721,4
2001,1,44,799,22.776,0.868334,19.777187,602,0.517636,1.141181,18.15909,0.449481,0.990926,13.681818
2001,2,44,1537,39.02,0.879589,34.321584,1237,0.886818,1.955079,34.931818,0.780036,1.719667,28.113636
2001,3,43,1031,19.599,0.565932,11.091712,303,0.45579,1.004836,23.976744,0.257946,0.568669,7.046511
2001,4,44,722,11.918,0.402615,4.798371,176,0.270863,0.597145,16.40909,0.109053,0.24042,4
2001,5,44,527,9.4,0.516803,4.857955,186,0.213636,0.470982,11.977272,0.110408,0.243405,4.227272
2001,6,44,1140,18.539,0.32942,6.107123,236,0.42134,0.928888,25.90909,0.138798,0.305994,5.363636
2001,7,44,567,15.026,0.830702,12.482134,402,0.3415,0.75287,12.886363,0.283684,0.625411,9.136363
2001,8,44,711,13.789,0.626742,8.642159,314,0.313386,0.690891,16.15909,0.196412,0.433011,7.136363
2002,1,44,719,15.337,0.688399,10.557987,325.326996,0.348568,0.768453,16.340909,0.239954,0.529003,7.393795
2002,2,44,2495,58.707,0.780514,45.821642,1398,1.33425,2.941487,56.704545,1.0414,2.295872,31.772727
2002,3,42,1536,28.099,0.653099,18.351432,466,0.669023,1.474929,36.571428,0.436938,0.963275,11.095238
2002,4,43,2242,29.898,0.353595,10.571786,343.540311,0.695302,1.532863,52.139534,0.245855,0.542013,7.989309
2002,5,44,661,11.713,0.56885,6.662941,201,0.266204,0.586874,15.022727,0.15143,0.333843,4.568181
2002,7,44,755,18.134,0.756552,13.719329,356,0.412136,0.908595,17.15909,0.311802,0.6874,8.090909
2002,8,43,386,8.964,0.726517,6.512501,180,0.208465,0.459582,8.976744,0.151453,0.333894,4.186046
2003,1,44,657,12.212,0.657167,8.025326,314,0.277545,0.611876,14.931818,0.182393,0.402105,7.136363
2003,2,44,2293,59.33,0.845524,50.164997,1561,1.348409,2.972702,52.113636,1.140113,2.513494,35.477272
2003,3,44,1456,24.536,0.625577,15.349162,504,0.557636,1.229365,33.090909,0.348844,0.769062,11.454545
2003,4,44,1505,20.78,0.472044,9.809083,378,0.472272,1.041172,34.204545,0.222933,0.491479,8.590909
2003,5,44,473,6.976,0.505587,3.526977,124,0.158545,0.349529,10.75,0.080158,0.176717,2.818181
2003,6,44,1362,20.143,0.466259,9.391859,328,0.457795,1.009255,30.954545,0.213451,0.470574,7.454545
2003,7,44,1058,26.192,0.849425,22.248139,665,0.595272,1.312338,24.045454,0.505639,1.114732,15.113636
2003,8,44,529,10.253,0.712412,7.304364,258,0.233022,0.513721,12.022727,0.166008,0.365981,5.863636
2004,1,44,2849,62.205,0.674965,41.986236,1514,1.41375,3.116753,64.75,0.954232,2.103701,34.40909
2004,2,44,3145,65.24,0.619244,40.399486,1061,1.482727,3.26882,71.477272,0.91817,2.024197,24.113636
2004,3,44,645,11.474,0.65859,7.556665,211,0.260772,0.574899,14.65909,0.171742,0.378623,4.795454
2004,4,44,2778,32.308,0.295139,9.535361,325,0.734272,1.618777,63.136363,0.216712,0.477764,7.386363
2004,5,44,573,6.127,0.30881,1.892079,62,0.13925,0.30699,13.022727,0.043001,0.094801,1.40909
2004,6,44,782,12.008,0.354416,4.255837,152,0.272909,0.601655,17.772727,0.096723,0.213236,3.454545
2004,7,44,1351,28.987,0.725091,21.018233,621,0.658795,1.45238,30.704545,0.477687,1.053109,14.113636
2004,8,44,470,9.562,0.687948,6.578164,215,0.217318,0.479099,10.681818,0.149503,0.329595,4.886363
2005,1,44,1531,33.044,0.737106,24.356948,853.295747,0.751,1.655654,34.795454,0.553567,1.220393,19.393085
2005,2,44,5300,69.276,0.343328,23.784436,931.660086,1.574454,3.471042,120.454545,0.540555,1.191708,21.174092
2005,3,44,1487,21.086,0.514094,10.840198,284.934131,0.479227,1.056504,33.795454,0.246368,0.543143,6.475775
2005,4,44,1856,24.741,0.316183,7.822692,305.976227,0.562295,1.239636,42.181818,0.177788,0.391952,6.954005
2005,5,44,893,10.388,0.257548,2.675417,114.728667,0.23609,0.520486,20.295454,0.060804,0.13405,2.607469
2005,6,43,894,15.212,0.337255,5.130327,178.017505,0.353767,0.779915,20.790697,0.119309,0.26303,4.139941
2005,7,44,2088,38.158,0.560739,21.396698,754.246808,0.867227,1.911889,47.454545,0.486288,1.072071,17.141972
2005,8,42,404,6.286,0.467336,2.93768,102.376021,0.149666,0.329955,9.619047,0.069944,0.1542,2.437524
2006,1,42,2076,54.209999,0.833039,45.159088,1503.644859,1.290714,2.845508,49.428571,1.075216,2.370422,35.801068
2006,2,44,3874,67.9,0.454194,30.839808,1131.580756,1.543181,3.402098,88.045454,0.700904,1.545214,25.717744
2006,3,44,1749,26.019999,0.617832,16.075998,619.4375,0.591363,1.30372,39.75,0.365363,0.80548,14.078125
2006,4,44,1087,16.509999,0.225961,3.73063,84.154838,0.375227,0.827226,24.704545,0.084787,0.186921,1.912609
2006,5,44,1469,16.12,0.147959,2.385102,83.465909,0.366363,0.807685,33.386363,0.054206,0.119504,1.896952
2006,6,42,463,8.409999,0.68939,5.79777,231.5,0.200238,0.441444,11.023809,0.138042,0.304327,5.511904
2006,7,44,2547,44.172,0.379926,16.782097,485.142857,1.003909,2.213217,57.886363,0.381411,0.840859,11.025974
2006,8,42,868,15.642999,0.548156,8.574815,289.333333,0.372452,0.821108,20.666666,0.204162,0.450096,6.888888
2007,1,43,2986,69.82,0.776395,54.207899,1839.858585,1.62372,3.579655,69.44186,1.260648,2.779226,42.787408
2007,2,43,8157,115.52,0.259398,29.965735,1163.774319,2.686511,5.922683,189.697674,0.696877,1.536336,27.064519
2007,3,44,2857,36.459999,0.391784,14.284468,423.707627,0.828636,1.826811,64.931818,0.324647,0.715716,9.629718
2007,4,44,3043,39.869999,0.168606,6.722331,217.357142,0.906136,1.997668,69.15909,0.15278,0.336819,4.939935
2007,5,44,2129,27.06,0.268126,7.255496,223.486187,0.615,1.355829,48.386363,0.164897,0.363533,5.079231
2007,6,43,468,8.750999,0.651913,5.704897,198,0.203511,0.448661,10.88372,0.132672,0.292488,4.604651
2007,7,44,2812,53.36,0.582725,31.094215,1191.841059,1.212727,2.673578,63.90909,0.706686,1.557961,27.087296
2007,8,44,1700,29.069999,0.625292,18.177264,776.086956,0.660681,1.456539,38.636363,0.413119,0.910763,17.638339
2008,1,44,2807,69.028399,0.801663,55.337569,1924.8,1.568827,3.458636,63.795454,1.257672,2.772663,43.745454
2008,2,44,7034,105.321899,0.265828,27.997595,903.673611,2.393679,5.277105,159.863636,0.636308,1.402806,20.538036
2008,3,44,2181,33.0817,0.368763,12.199321,414.570247,0.751856,1.657543,49.568181,0.277257,0.611241,9.422051
2008,4,44,3065,51.2119,0.270288,13.841984,506.811023,1.163906,2.565948,69.65909,0.31459,0.693546,11.518432
2008,5,44,1443,21.716199,0.113541,2.465696,82.795081,0.493549,1.08808,32.795454,0.056038,0.123542,1.881706
2008,6,41,303,8.513799,0.481223,4.097044,101,0.207653,0.457793,7.390243,0.099927,0.220301,2.463414
2008,7,44,4248,82.915,0.546911,45.347139,1660.244541,1.884431,4.154418,96.545454,1.030616,2.272097,37.73283
2008,8,43,1923,33.0936,0.366575,12.131308,491.930232,0.769618,1.696701,44.72093,0.282123,0.621969,11.440237
2009,1,44,4111,97.8681,0.755372,73.926908,2540.505617,2.224275,4.903636,93.431818,1.680157,3.704074,57.738764
2009,2,44,4951,93.8773,0.507132,47.608208,1727.093023,2.133575,4.703679,112.522727,1.082004,2.385387,39.252114
2009,3,44,1932,34.777,0.584491,20.326855,579.6,0.790386,1.742485,43.90909,0.461973,1.018467,13.172727
2009,4,44,1529,30.935599,0.560286,17.332792,577.778801,0.703081,1.550014,34.75,0.393927,0.868451,13.131336
2009,5,44,864,16.247499,0.397167,6.452973,209.291925,0.369261,0.814073,19.636363,0.146658,0.323323,4.756634
2009,7,44,2753,63.1717,0.718544,45.391684,1541.254826,1.43572,3.165189,62.568181,1.031629,2.274329,35.028518
2009,8,44,1213,25.112499,0.472858,11.874668,429.38053,0.570738,1.25825,27.568181,0.269878,0.594974,9.758648
2009,9,43,269,12.047499,1,12.047499,269,0.280174,0.617672,6.255813,0.280174,0.617672,6.255813
2010,1,44,2428,57.462599,0.839882,48.261804,1852.578034,1.305968,2.879137,55.181818,1.096859,2.418135,42.104046
2010,2,44,2369,56.714199,0.818324,46.410598,1714.041176,1.288959,2.841639,53.840909,1.054786,2.325381,38.955481
2010,3,43,1012,23.489199,0.697753,16.389668,473.782771,0.54626,1.204285,23.534883,0.381155,0.840294,11.018203
2010,4,43,676,16.075299,0.756211,12.156328,397.929078,0.373844,0.824176,15.72093,0.282705,0.623252,9.254164
2010,5,44,214,4.688199,0.647324,3.034786,104.390243,0.106549,0.2349,4.863636,0.068972,0.152056,2.372505
2010,7,44,1173,33.0465,0.776115,25.647886,763.019417,0.751056,1.655779,26.65909,0.582906,1.285075,17.34135
2010,8,44,318,8.149999,0.87536,7.134183,243.574468,0.185227,0.408352,7.227272,0.16214,0.357455,5.535783
2010,9,44,395,17.360199,1,17.360199,395,0.394549,0.869824,8.977272,0.394549,0.869824,8.977272
2011,1,43,4139,122.189999,0.903622,110.413654,3573.23741,2.841627,6.264652,96.255813,2.567759,5.660882,83.098544
2011,2,44,3102,85.28,0.920359,78.488219,2506.987212,1.938181,4.272915,70.5,1.783823,3.932616,56.976982
2011,3,44,1537,24.769999,0.542535,13.43861,313.837696,0.562954,1.241089,34.931818,0.305422,0.673335,7.132674
2011,4,43,1045,19.969999,0.69077,13.794693,408.913043,0.464418,1.023857,24.302325,0.320806,0.70725,9.509605
2011,5,44,100,1.599999,0.509853,0.815766,23.809523,0.036363,0.080167,2.272727,0.01854,0.040873,0.541125
2011,7,44,968,29.49,0.834874,24.620453,598.4,0.670227,1.477583,22,0.559555,1.233596,13.6
2011,8,44,244,5.279999,0.627347,3.312396,93.846153,0.119999,0.264551,5.545454,0.075281,0.165966,2.132867
2011,9,44,445,21.319999,1,21.319999,445,0.484545,1.068228,10.113636,0.484545,1.068228,10.113636
2012,1,44,4141,134.49,0.979448,131.726054,3963.333333,3.05659,6.73856,94.113636,2.993773,6.600074,90.075757
2012,10,44,1664,30.759999,0.562372,17.298577,437.894736,0.69909,1.541215,37.818181,0.393149,0.866737,9.952153
2012,2,44,2341,63.679999,0.896854,57.11168,1749.174157,1.447272,3.190657,53.204545,1.297992,2.861554,39.753958
2012,3,43,2193,34.519999,0.382075,13.189258,385.582417,0.80279,1.769832,51,0.306726,0.67621,8.967032
2012,4,42,2198,37.65,0.402718,15.162345,446.210526,0.896428,1.976266,52.333333,0.361008,0.795878,10.62406
2012,5,44,1037,19.59,0.351071,6.877484,183.30808,0.445227,0.981548,23.568181,0.156306,0.344593,4.166092
2012,7,44,1437,29.259999,0.635381,18.591254,510.78199,0.664999,1.466058,32.65909,0.422528,0.931506,11.608681
2012,8,43,708,17.43,0.744332,12.973717,394.410958,0.405348,0.893632,16.465116,0.301714,0.665159,9.172347
2012,9,44,209,10.869999,1,10.869999,209,0.247045,0.544636,4.75,0.247045,0.544636,4.75
2013,1,43,2555,83.69,0.915692,76.634331,2146.2,1.946279,4.290766,59.418604,1.782193,3.929024,49.911627
2013,10,44,805,15.749999,0.569867,8.975416,243.715596,0.357954,0.789146,18.295454,0.203986,0.449709,5.53899
2013,11,43,2079,47.349999,0.85221,40.352149,1410.422907,1.101162,2.427623,48.348837,0.938422,2.068845,32.800532
2013,2,43,3948,84.099999,0.600207,50.477466,1444.181818,1.955813,4.311787,91.813953,1.173894,2.587967,33.585623
2013,3,44,2254,38.649999,0.545043,21.065918,619.342342,0.878409,1.93654,51.227272,0.47877,1.055498,14.075962
2013,4,44,1369,28.599999,0.574614,16.433986,530.333333,0.649999,1.432989,31.113636,0.373499,0.823417,12.05303
2013,5,43,866,16.019999,0.537167,8.605415,293.821428,0.372558,0.821341,20.139534,0.200125,0.441197,6.833056
2013,7,44,1340,35.699999,0.888474,31.718522,1030,0.811363,1.788732,30.454545,0.720875,1.589242,23.40909
2013,8,44,1206,28.68,0.802749,23.022863,758.412371,0.651818,1.436998,27.40909,0.523246,1.15355,17.236644
2013,9,43,110,6.39,1,6.39,110,0.148604,0.327613,2.558139,0.148604,0.327613,2.558139
2014,1,44,2648,83.1,0.948546,78.824197,2369.263157,1.888636,4.163687,60.181818,1.791459,3.94945,53.846889
2014,10,43,1746,25.95,0.568427,14.750687,478.598984,0.603488,1.33045,40.604651,0.343039,0.756264,11.130208
2014,11,43,1361,40.35,0.902173,36.4027,1088.8,0.938372,2.068735,31.651162,0.846574,1.866358,25.32093
2014,2,44,4622,82.61,0.559474,46.218229,1950.772182,1.8775,4.139136,105.045454,1.050414,2.315743,44.335731
2014,3,43,3059,48.12,0.611038,29.403169,1016.063604,1.119069,2.467101,71.139534,0.683794,1.507493,23.629386
2014,4,44,1603,31.75,0.642624,20.403314,699.490909,0.72159,1.590819,36.431818,0.463711,1.022298,15.89752
2014,5,44,491,9.88,0.488172,4.823146,151.822368,0.224545,0.495032,11.15909,0.109616,0.241661,3.450508
2014,7,43,1214,36.92,0.905544,33.432713,987.084112,0.858604,1.892879,28.232558,0.777504,1.714087,22.955444
2014,8,44,520,14.308,0.872803,12.488071,405.6,0.325181,0.716895,11.818181,0.283819,0.625709,9.218181
2014,9,44,148,8.67,1,8.67,148,0.197045,0.434406,3.363636,0.197045,0.434406,3.363636
2015,1,44,1655,56.56,0.97492,55.141503,1558.27922,1.285454,2.833913,37.613636,1.253215,2.762839,35.415436
2015,10,44,2333,42.55,0.485968,20.67794,563.937086,0.967045,2.131948,53.022727,0.469953,1.036058,12.816751
2015,11,44,1048,46.51,0.75784,35.24717,513.006993,1.057045,2.330362,23.818181,0.801072,1.766043,11.659249
2015,2,44,3691,62.64,0.535236,33.527243,1245.828715,1.423636,3.138548,83.886363,0.761982,1.679867,28.314288
2015,3,44,1621,35.97,0.669894,24.096089,630.928143,0.8175,1.80226,36.840909,0.547638,1.207323,14.339275
2015,4,43,3332,48.97,0.360121,17.635126,541.788617,1.138837,2.51068,77.488372,0.410119,0.904148,12.599735
2015,5,44,538,7.87,0.520848,4.099079,119.555555,0.178863,0.394322,12.227272,0.09316,0.205382,2.717171
2015,7,44,435,12.49,0.78804,9.84262,225.267857,0.283863,0.625805,9.886363,0.223695,0.49316,5.119724
2015,8,44,312,7.4,0.781326,5.781818,175.5,0.168181,0.370773,7.090909,0.131404,0.289695,3.988636
2015,9,44,201,10.93,0.988327,10.802423,188.032258,0.248409,0.547642,4.568181,0.245509,0.54125,4.27346
2016,1,20,1895,54.36,0.902704,49.071027,1482.824933,2.718,5.992102,94.75,2.453551,5.409099,74.141246
2016,10,20,1119,29.05,0.684351,19.880413,426.459283,1.4525,3.202181,55.95,0.99402,2.191417,21.322964
2016,2,20,3071,52.61,0.509775,26.819307,987.658291,2.6305,5.7992,153.55,1.340965,2.956292,49.382914
2016,3,20,1487,34.1,0.705126,24.044829,609.363402,1.705,3.758843,74.35,1.202241,2.650461,30.46817
2016,4,20,1548,25.39,0.611276,15.520304,560.156479,1.2695,2.798739,77.4,0.776015,1.710803,28.007823
2016,5,20,419,7.56,0.490851,3.710839,96.692307,0.378,0.833338,20.95,0.185541,0.409045,4.834615
2016,7,20,686,14.73,0.737933,10.869766,351.90909,0.7365,1.623687,34.3,0.543488,1.198174,17.595454
2016,8,20,524,9.45,0.236267,2.232729,63.729729,0.4725,1.041673,26.2,0.111636,0.246113,3.186486
2016,9,20,233,10.614,0.97801,10.380601,216.649122,0.5307,1.169981,11.65,0.51903,1.144253,10.832456
2017,1,20,1484,43.01,0.739235,31.794508,776.246153,2.1505,4.740992,74.2,1.589725,3.504708,38.812307
2017,10,20,3680,48.5,0.24945,12.098361,356.406067,2.425,5.346155,184,0.604918,1.333602,17.820303
2017,11,18,1958,31.35,0.6134,19.23009,674.605042,1.741666,3.839678,108.777777,1.068338,2.355258,37.478057
2017,2,20,6575,80.65,0.028838,2.325862,94.40456,4.0325,8.890049,328.75,0.116293,0.256379,4.720228
2017,3,19,2246,44.06,0.682788,30.08365,787.776119,2.318947,5.112351,118.210526,1.58335,3.490653,41.461901
2017,4,20,3937,57.87,0.42837,24.789796,750.871134,2.8935,6.37901,196.85,1.239489,2.732579,37.543556
2017,5,20,451,7.23,0.529179,3.82597,109.528571,0.3615,0.796962,22.55,0.191298,0.421736,5.476428
2017,7,20,1465,26.4,0.586234,15.476599,448.65625,1.32,2.910072,73.25,0.773829,1.705985,22.432812
2017,8,20,2048,36.06,0.321628,11.597927,298.126582,1.803,3.974893,102.4,0.579896,1.278439,14.906329
2017,9,20,515,13.47,0.441404,5.94572,103.830645,0.6735,1.484798,25.75,0.297286,0.655396,5.191532
