Year,Site_ID,Pot_Count,Total_Spot_Count,Total_Spot_Wt_KG,Proportion_Large,Est_Wt_Large,Est_Count_LG,CPUE_All_KG,CPUE_All_LB,CPUE_All_Count,CPUE_Large_KG,CPUE_Large_LB,CPUE_Large_Count
1994,7,43,663.00,9.40,0.34,3.19,112.00,0.22,0.48,15.42,0.07,0.16,2.60
1994,8,48,881.00,15.26,0.55,8.42,276.00,0.32,0.70,18.35,0.18,0.39,5.75
1995,1,44,623.00,13.34,0.70,9.35,312.00,0.30,0.67,14.16,0.21,0.47,7.09
1995,2,44,377.00,8.74,0.68,5.93,206.00,0.20,0.44,8.57,0.13,0.30,4.68
1995,3,44,926.00,15.07,0.46,6.95,223.00,0.34,0.76,21.05,0.16,0.35,5.07
1995,4,42,775.00,12.15,0.40,4.90,195.00,0.29,0.64,18.45,0.12,0.26,4.64
1995,5,44,337.00,5.08,0.41,2.06,81.00,0.12,0.25,7.66,0.05,0.10,1.84
1995,6,44,380.00,5.24,0.29,1.51,59.00,0.12,0.26,8.64,0.03,0.08,1.34
1995,7,44,593.00,13.72,0.72,9.89,315.00,0.31,0.69,13.48,0.22,0.50,7.16
1995,8,44,1042.00,20.20,0.65,13.15,478.00,0.46,1.01,23.68,0.30,0.66,10.86
1996,1,44,531.00,11.54,,,,0.26,0.58,12.07,,,
1996,2,44,317.00,6.72,,,,0.15,0.34,7.20,,,
1996,3,44,823.00,13.12,,,,0.30,0.66,18.70,,,
1996,4,43,729.00,11.68,,,,0.27,0.60,16.95,,,
1996,5,44,468.00,6.82,,,,0.15,0.34,10.64,,,
1996,6,44,811.00,13.67,,,,0.31,0.69,18.43,,,
1996,7,43,207.00,4.41,,,,0.10,0.23,4.81,,,
1996,8,44,732.00,14.66,,,,0.33,0.73,16.64,,,
1997,1,44,363.00,10.05,0.89,8.98,301.00,0.23,0.50,8.25,0.20,0.45,6.84
1997,2,42,173.00,4.48,0.83,3.72,125.73,0.11,0.23,4.12,0.09,0.20,2.99
1997,3,44,535.00,7.86,0.31,2.44,77.00,0.18,0.39,12.16,0.06,0.12,1.75
1997,4,42,733.00,11.12,0.36,4.03,141.00,0.26,0.58,17.45,0.10,0.21,3.36
1997,5,44,461.00,7.31,0.44,3.21,105.00,0.17,0.37,10.48,0.07,0.16,2.39
1997,6,42,773.00,9.05,0.28,2.55,104.00,0.22,0.47,18.40,0.06,0.13,2.48
1997,7,44,161.00,4.10,0.72,2.97,84.00,0.09,0.21,3.66,0.07,0.15,1.91
1997,8,43,636.00,10.65,0.50,5.34,179.70,0.25,0.55,14.79,0.12,0.27,4.18
1998,1,44,190.00,4.32,0.81,3.49,109.00,0.10,0.22,4.32,0.08,0.18,2.48
1998,2,44,106.00,2.72,0.77,2.11,61.00,0.06,0.14,2.41,0.05,0.11,1.39
1998,3,44,576.00,7.37,0.37,2.75,87.00,0.17,0.37,13.09,0.06,0.14,1.98
1998,4,44,947.00,12.65,0.37,4.74,180.00,0.29,0.63,21.52,0.11,0.24,4.09
1998,5,44,194.00,2.46,0.30,0.73,26.00,0.06,0.12,4.41,0.02,0.04,0.59
1998,7,44,239.00,5.17,0.68,3.49,108.00,0.12,0.26,5.43,0.08,0.18,2.45
1999,1,44,239.00,4.49,0.61,2.74,80.00,0.10,0.23,5.43,0.06,0.14,1.82
1999,2,43,537.00,11.39,0.56,6.37,206.00,0.26,0.58,12.49,0.15,0.33,4.79
1999,3,44,1155.00,18.00,0.39,7.00,202.08,0.41,0.90,26.25,0.16,0.35,4.59
1999,4,43,815.00,13.65,0.42,5.73,178.00,0.32,0.70,18.95,0.13,0.29,4.14
1999,5,44,403.00,5.40,0.28,1.50,51.00,0.12,0.27,9.16,0.03,0.07,1.16
1999,6,43,377.00,5.19,0.28,1.43,56.00,0.12,0.27,8.77,0.03,0.07,1.30
1999,7,44,593.00,12.38,0.68,8.37,268.00,0.28,0.62,13.48,0.19,0.42,6.09
1999,8,41,273.00,4.10,0.37,1.51,47.00,0.10,0.22,6.66,0.04,0.08,1.15
2000,1,44,350.00,7.91,0.76,6.03,208.00,0.18,0.40,7.95,0.14,0.30,4.73
2000,2,44,1146.00,18.29,0.50,9.20,328.00,0.42,0.92,26.05,0.21,0.46,7.45
2000,3,42,893.00,14.79,0.61,8.95,288.00,0.35,0.78,21.26,0.21,0.47,6.86
2000,4,44,731.00,12.55,0.50,6.28,233.00,0.29,0.63,16.61,0.14,0.31,5.30
2000,5,43,620.00,8.41,0.36,3.05,123.00,0.20,0.43,14.42,0.07,0.16,2.86
2000,6,44,854.00,12.94,0.42,5.47,199.00,0.29,0.65,19.41,0.12,0.27,4.52
2000,7,44,1218.00,25.65,0.71,18.13,627.00,0.58,1.29,27.68,0.41,0.91,14.25
2000,8,44,733.00,10.75,0.45,4.86,176.00,0.24,0.54,16.66,0.11,0.24,4.00
2001,1,44,799.00,22.78,0.87,19.78,602.00,0.52,1.14,18.16,0.45,0.99,13.68
2001,2,44,1537.00,39.02,0.88,34.32,1237.00,0.89,1.96,34.93,0.78,1.72,28.11
2001,3,43,1031.00,19.60,0.57,11.09,303.00,0.46,1.00,23.98,0.26,0.57,7.05
2001,4,44,722.00,11.92,0.40,4.80,176.00,0.27,0.60,16.41,0.11,0.24,4.00
2001,5,44,527.00,9.40,0.52,4.86,186.00,0.21,0.47,11.98,0.11,0.24,4.23
2001,6,44,1140.00,18.54,0.33,6.11,236.00,0.42,0.93,25.91,0.14,0.31,5.36
2001,7,44,567.00,15.03,0.83,12.48,402.00,0.34,0.75,12.89,0.28,0.63,9.14
2001,8,44,711.00,13.79,0.63,8.64,314.00,0.31,0.69,16.16,0.20,0.43,7.14
2002,1,44,719.00,15.34,0.69,10.56,325.33,0.35,0.77,16.34,0.24,0.53,7.39
2002,2,44,2495.00,58.71,0.78,45.82,1398.00,1.33,2.94,56.70,1.04,2.30,31.77
2002,3,42,1536.00,28.10,0.65,18.35,466.00,0.67,1.47,36.57,0.44,0.96,11.10
2002,4,43,2245.00,29.92,0.35,10.58,344.00,0.70,1.53,52.21,0.25,0.54,8.00
2002,5,44,661.00,11.71,0.57,6.66,201.00,0.27,0.59,15.02,0.15,0.33,4.57
2002,7,44,755.00,18.13,0.76,13.72,356.00,0.41,0.91,17.16,0.31,0.69,8.09
2002,8,43,386.00,8.96,0.73,6.51,180.00,0.21,0.46,8.98,0.15,0.33,4.19
2003,1,44,657.00,12.21,0.66,8.03,314.00,0.28,0.61,14.93,0.18,0.40,7.14
2003,2,44,2293.00,59.33,0.85,50.16,1561.00,1.35,2.97,52.11,1.14,2.51,35.48
2003,3,44,1456.00,24.54,0.63,15.35,504.00,0.56,1.23,33.09,0.35,0.77,11.45
2003,4,44,1505.00,20.78,0.47,9.81,378.00,0.47,1.04,34.20,0.22,0.49,8.59
2003,5,44,473.00,6.98,0.51,3.53,124.00,0.16,0.35,10.75,0.08,0.18,2.82
2003,6,44,1362.00,20.14,0.47,9.39,328.00,0.46,1.01,30.95,0.21,0.47,7.45
2003,7,44,1058.00,26.19,0.85,22.25,665.00,0.60,1.31,24.05,0.51,1.11,15.11
2003,8,44,529.00,10.25,0.71,7.30,258.00,0.23,0.51,12.02,0.17,0.37,5.86
2004,1,44,2849.00,62.21,0.67,41.99,1514.00,1.41,3.12,64.75,0.95,2.10,34.41
2004,2,44,3145.00,65.24,0.62,40.40,1061.00,1.48,3.27,71.48,0.92,2.02,24.11
2004,3,44,645.00,11.47,0.66,7.56,211.00,0.26,0.57,14.66,0.17,0.38,4.80
2004,4,44,2778.00,32.31,0.30,9.54,325.00,0.73,1.62,63.14,0.22,0.48,7.39
2004,5,44,573.00,6.13,0.31,1.89,62.00,0.14,0.31,13.02,0.04,0.09,1.41
2004,6,44,782.00,12.01,0.35,4.26,152.00,0.27,0.60,17.77,0.10,0.21,3.45
2004,7,44,1351.00,28.99,0.73,21.02,621.00,0.66,1.45,30.70,0.48,1.05,14.11
2004,8,44,470.00,9.56,0.69,6.58,215.00,0.22,0.48,10.68,0.15,0.33,4.89
2005,1,44,1531.00,33.04,0.74,24.36,853.30,0.75,1.66,34.80,0.55,1.22,19.39
2005,2,44,5300.00,69.28,0.34,23.78,931.66,1.57,3.47,120.45,0.54,1.19,21.17
2005,3,44,1487.00,21.09,0.51,10.84,284.93,0.48,1.06,33.80,0.25,0.54,6.48
2005,4,44,1856.00,24.74,0.32,7.82,305.98,0.56,1.24,42.18,0.18,0.39,6.95
2005,5,44,893.00,10.39,0.26,2.68,114.73,0.24,0.52,20.30,0.06,0.13,2.61
2005,6,43,894.00,15.21,0.34,5.13,178.02,0.35,0.78,20.79,0.12,0.26,4.14
2005,7,44,2088.00,38.16,0.56,21.40,754.25,0.87,1.91,47.45,0.49,1.07,17.14
2005,8,42,404.00,6.29,0.47,2.94,102.38,0.15,0.33,9.62,0.07,0.15,2.44
2006,1,42,2146.00,55.84,0.83,46.52,1554.35,1.33,2.93,51.10,1.11,2.44,37.01
2006,2,44,3874.00,67.90,0.45,30.84,1131.58,1.54,3.40,88.05,0.70,1.55,25.72
2006,3,44,1749.00,26.02,0.62,16.08,619.44,0.59,1.30,39.75,0.37,0.81,14.08
2006,4,44,1087.00,16.51,0.23,3.73,84.15,0.38,0.83,24.70,0.08,0.19,1.91
2006,5,44,1469.00,16.12,0.15,2.39,83.47,0.37,0.81,33.39,0.05,0.12,1.90
2006,6,42,463.00,8.41,0.69,5.80,231.50,0.20,0.44,11.02,0.14,0.30,5.51
2006,7,44,2547.00,44.17,0.38,16.78,485.14,1.00,2.21,57.89,0.38,0.84,11.03
2006,8,42,868.00,15.64,0.55,8.57,289.33,0.37,0.82,20.67,0.20,0.45,6.89
2007,1,43,2986.00,69.82,0.78,54.21,1839.86,1.62,3.58,69.44,1.26,2.78,42.79
2007,2,43,8157.00,115.52,0.26,29.97,1163.77,2.69,5.92,189.70,0.70,1.54,27.06
2007,3,44,2857.00,36.46,0.39,14.28,423.71,0.83,1.83,64.93,0.32,0.72,9.63
2007,4,44,3043.00,39.87,0.17,6.72,217.36,0.91,2.00,69.16,0.15,0.34,4.94
2007,5,44,2129.00,27.06,0.27,7.26,223.49,0.62,1.36,48.39,0.16,0.36,5.08
2007,6,43,468.00,8.75,0.65,5.70,198.00,0.20,0.45,10.88,0.13,0.29,4.60
2007,7,44,2812.00,53.36,0.58,31.09,1191.84,1.21,2.67,63.91,0.71,1.56,27.09
2007,8,44,1700.00,29.07,0.63,18.18,776.09,0.66,1.46,38.64,0.41,0.91,17.64
2008,1,44,2807.00,69.03,0.80,55.34,1924.80,1.57,3.46,63.80,1.26,2.77,43.75
2008,2,44,7034.00,105.32,0.27,28.00,903.67,2.39,5.28,159.86,0.64,1.40,20.54
2008,3,44,2181.00,33.08,0.37,12.20,414.57,0.75,1.66,49.57,0.28,0.61,9.42
2008,4,44,3065.00,51.21,0.27,13.84,506.81,1.16,2.57,69.66,0.31,0.69,11.52
2008,5,44,1443.00,21.72,0.11,2.47,82.80,0.49,1.09,32.80,0.06,0.12,1.88
2008,6,41,303.00,8.51,0.48,4.10,101.00,0.21,0.46,7.39,0.10,0.22,2.46
2008,7,44,4248.00,82.92,0.55,45.35,1660.24,1.88,4.15,96.55,1.03,2.27,37.73
2008,8,43,1923.00,33.09,0.37,12.13,491.93,0.77,1.70,44.72,0.28,0.62,11.44
2009,1,44,4111.00,97.87,0.76,73.93,2540.51,2.22,4.90,93.43,1.68,3.70,57.74
2009,2,44,4951.00,93.88,0.51,47.61,1727.09,2.13,4.70,112.52,1.08,2.39,39.25
2009,3,44,1932.00,34.78,0.58,20.33,579.60,0.79,1.74,43.91,0.46,1.02,13.17
2009,4,44,1529.00,30.94,0.56,17.33,577.78,0.70,1.55,34.75,0.39,0.87,13.13
2009,5,44,864.00,16.25,0.40,6.45,209.29,0.37,0.81,19.64,0.15,0.32,4.76
2009,7,44,2753.00,63.17,0.72,45.39,1541.25,1.44,3.17,62.57,1.03,2.27,35.03
2009,8,44,1213.00,25.11,0.47,11.87,429.38,0.57,1.26,27.57,0.27,0.59,9.76
2009,9,43,269.00,12.05,1.00,12.05,269.00,0.28,0.62,6.26,0.28,0.62,6.26
2010,1,44,2428.00,57.46,0.84,48.26,1852.58,1.31,2.88,55.18,1.10,2.42,42.10
2010,2,44,2369.00,56.71,0.82,46.41,1714.04,1.29,2.84,53.84,1.05,2.33,38.96
2010,3,43,1012.00,23.49,0.70,16.39,473.78,0.55,1.20,23.53,0.38,0.84,11.02
2010,4,43,676.00,16.08,0.76,12.16,397.93,0.37,0.82,15.72,0.28,0.62,9.25
2010,5,44,214.00,4.69,0.65,3.03,104.39,0.11,0.23,4.86,0.07,0.15,2.37
2010,7,44,1173.00,33.05,0.78,25.65,763.02,0.75,1.66,26.66,0.58,1.29,17.34
2010,8,44,318.00,8.15,0.88,7.13,243.57,0.19,0.41,7.23,0.16,0.36,5.54
2010,9,44,395.00,17.36,1.00,17.36,395.00,0.39,0.87,8.98,0.39,0.87,8.98
2011,1,43,4184.00,123.65,0.90,111.73,3612.09,2.88,6.34,97.30,2.60,5.73,84.00
2011,2,44,3102.00,85.28,0.92,78.49,2506.99,1.94,4.27,70.50,1.78,3.93,56.98
2011,3,44,1537.00,24.77,0.54,13.44,313.84,0.56,1.24,34.93,0.31,0.67,7.13
2011,4,43,1047.00,20.05,0.69,13.85,409.70,0.47,1.03,24.35,0.32,0.71,9.53
2011,5,44,100.00,1.60,0.51,0.82,23.81,0.04,0.08,2.27,0.02,0.04,0.54
2011,7,44,968.00,29.49,0.83,24.62,598.40,0.67,1.48,22.00,0.56,1.23,13.60
2011,8,44,244.00,5.28,0.63,3.31,93.85,0.12,0.26,5.55,0.08,0.17,2.13
2011,9,44,445.00,21.32,1.00,21.32,445.00,0.48,1.07,10.11,0.48,1.07,10.11
2012,1,44,4141.00,134.49,0.98,131.73,3963.33,3.06,6.74,94.11,2.99,6.60,90.08
2012,2,44,2341.00,63.68,0.90,57.11,1749.17,1.45,3.19,53.20,1.30,2.86,39.75
2012,3,43,2193.00,34.52,0.38,13.19,385.58,0.80,1.77,51.00,0.31,0.68,8.97
2012,4,42,2198.00,37.65,0.40,15.16,446.21,0.90,1.98,52.33,0.36,0.80,10.62
2012,5,44,1037.00,19.59,0.35,6.88,183.31,0.45,0.98,23.57,0.16,0.34,4.17
2012,7,44,1437.00,29.26,0.64,18.59,510.78,0.67,1.47,32.66,0.42,0.93,11.61
2012,8,43,708.00,17.43,0.74,12.97,394.41,0.41,0.89,16.47,0.30,0.67,9.17
2012,9,44,209.00,10.87,1.00,10.87,209.00,0.25,0.54,4.75,0.25,0.54,4.75
2012,10,44,1664.00,30.76,0.56,17.30,437.89,0.70,1.54,37.82,0.39,0.87,9.95
2013,1,43,2555.00,83.69,0.92,76.63,2146.20,1.95,4.29,59.42,1.78,3.93,49.91
2013,2,43,3948.00,84.10,0.60,50.48,1444.18,1.96,4.31,91.81,1.17,2.59,33.59
2013,3,44,2254.00,38.65,0.55,21.07,619.34,0.88,1.94,51.23,0.48,1.06,14.08
2013,4,44,1369.00,28.60,0.57,16.43,530.33,0.65,1.43,31.11,0.37,0.82,12.05
2013,5,43,866.00,16.02,0.54,8.61,293.82,0.37,0.82,20.14,0.20,0.44,6.83
2013,7,44,1340.00,35.70,0.89,31.72,1030.00,0.81,1.79,30.45,0.72,1.59,23.41
2013,8,44,1206.00,28.68,0.80,23.02,758.41,0.65,1.44,27.41,0.52,1.15,17.24
2013,9,43,110.00,6.39,1.00,6.39,110.00,0.15,0.33,2.56,0.15,0.33,2.56
2013,10,44,805.00,15.75,0.57,8.98,243.72,0.36,0.79,18.30,0.20,0.45,5.54
2013,11,43,2079.00,47.35,0.85,40.35,1410.42,1.10,2.43,48.35,0.94,2.07,32.80
2014,1,44,2648.00,83.10,0.95,78.82,2369.26,1.89,4.16,60.18,1.79,3.95,53.85
2014,2,44,4622.00,82.61,0.56,46.22,1950.77,1.88,4.14,105.05,1.05,2.32,44.34
2014,3,43,3059.00,48.12,0.61,29.40,1016.06,1.12,2.47,71.14,0.68,1.51,23.63
2014,4,44,1603.00,31.75,0.64,20.40,699.49,0.72,1.59,36.43,0.46,1.02,15.90
2014,5,44,491.00,9.88,0.49,4.82,151.82,0.22,0.50,11.16,0.11,0.24,3.45
2014,7,43,1214.00,36.92,0.91,33.43,987.08,0.86,1.89,28.23,0.78,1.71,22.96
2014,8,44,520.00,14.31,0.87,12.49,405.60,0.33,0.72,11.82,0.28,0.63,9.22
2014,9,44,148.00,8.67,1.00,8.67,148.00,0.20,0.43,3.36,0.20,0.43,3.36
2014,10,43,1746.00,25.95,0.57,14.75,478.60,0.60,1.33,40.60,0.34,0.76,11.13
2014,11,43,1361.00,40.35,0.90,36.40,1088.80,0.94,2.07,31.65,0.85,1.87,25.32
2015,1,44,1655.00,56.56,0.97,55.14,1558.28,1.29,2.83,37.61,1.25,2.76,35.42
2015,2,44,3691.00,62.64,0.54,33.53,1245.83,1.42,3.14,83.89,0.76,1.68,28.31
2015,3,44,1621.00,35.97,0.67,24.10,630.93,0.82,1.80,36.84,0.55,1.21,14.34
2015,4,43,3332.00,48.97,0.36,17.64,541.79,1.14,2.51,77.49,0.41,0.90,12.60
2015,5,44,538.00,7.87,0.52,4.10,119.56,0.18,0.39,12.23,0.09,0.21,2.72
2015,7,44,435.00,12.49,0.79,9.84,225.27,0.28,0.63,9.89,0.22,0.49,5.12
2015,8,44,312.00,7.40,0.78,5.78,175.50,0.17,0.37,7.09,0.13,0.29,3.99
2015,9,44,201.00,10.93,0.99,10.80,188.03,0.25,0.55,4.57,0.25,0.54,4.27
2015,10,44,2333.00,42.55,0.49,20.68,563.94,0.97,2.13,53.02,0.47,1.04,12.82
2015,11,44,1048.00,46.51,0.76,35.25,513.01,1.06,2.33,23.82,0.80,1.77,11.66
2016,1,40,3515.00,109.05,0.92,100.40,2896.92,2.73,6.01,87.88,2.51,5.53,72.42
2016,2,40,4928.00,94.16,0.59,55.94,1785.81,2.35,5.19,123.20,1.40,3.08,44.65
2016,3,39,2630.00,65.94,0.77,50.74,1274.16,1.69,3.73,67.44,1.30,2.87,32.67
2016,4,40,2316.00,34.83,0.54,18.81,699.46,0.87,1.92,57.90,0.47,1.04,17.49
2016,5,40,1267.00,21.94,0.60,13.22,427.13,0.55,1.21,31.68,0.33,0.73,10.68
2016,7,40,1059.00,26.55,0.81,21.46,632.52,0.66,1.46,26.48,0.54,1.18,15.81
2016,8,40,993.00,20.09,0.47,9.48,252.55,0.50,1.11,24.83,0.24,0.52,6.31
2016,9,40,387.00,16.01,0.98,15.63,355.50,0.40,0.88,9.68,0.39,0.86,8.89
2016,10,40,2726.00,58.82,0.63,36.87,875.12,1.47,3.24,68.15,0.92,2.03,21.88
