"Year","SITE_ID","STATION","EVENT_ID","POT_ID","SAMPLE_POT","totWt","Prop_Lg_by_Wt","lrgWt","totCt","Prop_Lg_by_Ct","lrgCt"
"1992","3","D","1992P04012","10","Sample","0.021","0.602893268736021","1.26607586434564E-02","1","0.398333333333333","0.398333333333333"
"1992","3","D","1992P04012","11","Sample","0.277","0.602893268736021","0.167001435439878","13","0.398333333333333","5.17833333333333"
"1992","3","D","1992P04012","2","Sample","0.259","0.602893268736021","0.156149356602629","8","0.398333333333333","3.18666666666666"
"1992","3","D","1992P04012","3","Sample","0","0.602893268736021","0","0","0.398333333333333","0"
"1992","3","D","1992P04012","5","Sample","0.852","0.602893268736021","0.51366506496309","48","0.398333333333333","19.12"
"1992","3","D","1992P04012","6","Sample","0.099","0.602893268736021","5.96864336048661E-02","6","0.398333333333333","2.39"
"1992","3","D","1992P04012","7","Sample","0.154","0.602893268736021","9.28455633853472E-02","10","0.398333333333333","3.98333333333333"
"1992","3","D","1992P04012","8","Sample","0.043","0.602893268736021","2.59244105556489E-02","3","0.398333333333333","1.195"
"1992","3","D","1992P04012","9","Sample","0.065","0.602893268736021","3.91880624678414E-02","8","0.398333333333333","3.18666666666666"
"1992","4","A","1992P04013","1","Sample","0.021","0.567793947458657","1.19236728966318E-02","1","0.377113133940182","0.377113133940182"
"1992","4","A","1992P04013","10","Sample","0.549","0.567793947458657","0.311718877154803","22","0.377113133940182","8.296488946684"
"1992","4","A","1992P04013","11","Sample","0.25","0.567793947458657","0.141948486864664","10","0.377113133940182","3.77113133940182"
"1992","4","A","1992P04013","2","Sample","0.313","0.567793947458657","0.17771950555456","16","0.377113133940182","6.03381014304291"
"1992","4","A","1992P04013","3","Sample","0.814","0.567793947458657","0.462184273231347","34","0.377113133940182","12.8218465539662"
"1992","4","A","1992P04013","4","Sample","0.443","0.567793947458657","0.251532718724185","18","0.377113133940182","6.78803641092328"
"1992","4","A","1992P04013","5","Sample","0.314","0.567793947458657","0.178287299502018","12","0.377113133940182","4.52535760728218"
"1992","4","A","1992P04013","6","Sample","0.03","0.567793947458657","1.70338184237597E-02","2","0.377113133940182","0.754226267880364"
"1992","4","A","1992P04013","7","Sample","0.472","0.567793947458657","0.267998743200486","19","0.377113133940182","7.16514954486346"
"1992","4","A","1992P04013","8","Sample","0.254","0.567793947458657","0.144219662654499","13","0.377113133940182","4.90247074122237"
"1992","4","A","1992P04013","9","Sample","0.311","0.567793947458657","0.176583917659642","14","0.377113133940182","5.27958387516255"
"1992","4","B","1992P04014","1","Sample","0.295","0.567793947458657","0.167499214500304","16","0.377113133940182","6.03381014304291"
"1992","4","B","1992P04014","10","Sample","0.398","0.567793947458657","0.225981991088545","20","0.377113133940182","7.54226267880364"
"1992","4","B","1992P04014","11","Sample","0.2","0.567793947458657","0.113558789491731","11","0.377113133940182","4.148244473342"
"1992","4","B","1992P04014","2","Sample","0.54","0.567793947458657","0.306608731627675","29","0.377113133940182","10.9362808842653"
"1992","4","B","1992P04014","3","Sample","0.408","0.567793947458657","0.231659930563132","25","0.377113133940182","9.42782834850455"
"1992","4","B","1992P04014","4","Sample","0.046","0.567793947458657","2.61185215830982E-02","5","0.377113133940182","1.88556566970091"
"1992","4","B","1992P04014","5","Sample","0.429","0.567793947458657","0.243583603459764","30","0.377113133940182","11.3133940182055"
"1992","4","B","1992P04014","6","Sample","0.474","0.567793947458657","0.269134331095403","22","0.377113133940182","8.296488946684"
"1992","4","B","1992P04014","7","Sample","0.479","0.567793947458657","0.271973300832697","24","0.377113133940182","9.05071521456437"
"1992","4","B","1992P04014","8","Sample","0.365","0.567793947458657","0.20724479082241","17","0.377113133940182","6.41092327698309"
"1992","4","B","1992P04014","9","Sample","0.547","0.567793947458657","0.310583289259885","22","0.377113133940182","8.296488946684"
"1992","4","C","1992P04015","1","Sample","0.73","0.567793947458657","0.41448958164482","39","0.377113133940182","14.7074122236671"
"1992","4","C","1992P04015","10","Sample","0.18","0.567793947458657","0.102202910542558","11","0.377113133940182","4.148244473342"
"1992","4","C","1992P04015","11","Sample","0","0.567793947458657","0","0","0.377113133940182","0"
"1992","4","C","1992P04015","2","Sample","0.394","0.567793947458657","0.223710815298711","24","0.377113133940182","9.05071521456437"
"1992","4","C","1992P04015","3","Sample","0.688","0.567793947458657","0.390642235851556","40","0.377113133940182","15.0845253576073"
"1992","4","C","1992P04015","4","Sample","0.924","0.567793947458657","0.524641607451799","53","0.377113133940182","19.9869960988296"
"1992","4","C","1992P04015","5","Sample","0.444","0.567793947458657","0.252100512671644","28","0.377113133940182","10.5591677503251"
"1992","4","C","1992P04015","6","Sample","0.382","0.567793947458657","0.216897287929207","33","0.377113133940182","12.444733420026"
"1992","4","C","1992P04015","7","Sample","0.923","0.567793947458657","0.52407381350434","61","0.377113133940182","23.0039011703511"
"1992","4","C","1992P04015","8","Sample","0.521","0.567793947458657","0.29582064662596","42","0.377113133940182","15.8387516254876"
"1992","4","C","1992P04015","9","Sample","1.158","0.567793947458657","0.657505391157125","51","0.377113133940182","19.2327698309493"
"1992","4","D","1992P04016","1","Sample","0.084","0.567793947458657","4.76946915865272E-02","5","0.377113133940182","1.88556566970091"
"1992","4","D","1992P04016","10","Sample","0","0.567793947458657","0","0","0.377113133940182","0"
"1992","4","D","1992P04016","11","Sample","0","0.567793947458657","0","0","0.377113133940182","0"
"1992","4","D","1992P04016","2","Sample","0","0.567793947458657","0","0","0.377113133940182","0"
"1992","4","D","1992P04016","3","Sample","0","0.567793947458657","0","0","0.377113133940182","0"
"1992","4","D","1992P04016","4","Sample","0","0.567793947458657","0","0","0.377113133940182","0"
"1992","4","D","1992P04016","5","Sample","0","0.567793947458657","0","0","0.377113133940182","0"
"1992","4","D","1992P04016","6","Sample","0","0.567793947458657","0","0","0.377113133940182","0"
"1992","4","D","1992P04016","7","Sample","0","0.567793947458657","0","0","0.377113133940182","0"
"1992","4","D","1992P04016","8","Sample","0","0.567793947458657","0","0","0.377113133940182","0"
"1992","4","D","1992P04016","9","Sample","0","0.567793947458657","0","0","0.377113133940182","0"
"1992","6","A","1992P04017","1","Sample","1.319","0.4837519111396","0.638068770793132","93","0.343023255813953","31.9011627906976"
"1992","6","A","1992P04017","10","Sample","0.367","0.4837519111396","0.177536951388233","15","0.343023255813953","5.1453488372093"
"1992","6","A","1992P04017","11","Sample","0.178","0.4837519111396","8.61078401828488E-02","10","0.343023255813953","3.43023255813953"
"1992","6","A","1992P04017","2","Sample","1.269","0.4837519111396","0.613881175236152","91","0.343023255813953","31.2151162790697"
"1992","6","A","1992P04017","3","Sample","0.849","0.4837519111396","0.41070537255752","56","0.343023255813953","19.2093023255814"
"1992","6","A","1992P04017","4","Sample","0.383","0.4837519111396","0.185276981966467","22","0.343023255813953","7.54651162790697"
"1992","6","A","1992P04017","5","Sample","0.668","0.4837519111396","0.323146276641253","29","0.343023255813953","9.94767441860464"
"1992","6","A","1992P04017","6","Sample","0.177","0.4837519111396","8.56240882717092E-02","8","0.343023255813953","2.74418604651162"
"1992","6","A","1992P04017","7","Sample","0.475","0.4837519111396","0.22978215779131","20","0.343023255813953","6.86046511627906"
"1992","6","A","1992P04017","8","Sample","0.279","0.4837519111396","0.134966783207948","13","0.343023255813953","4.45930232558139"
"1992","6","A","1992P04017","9","Sample","0.236","0.4837519111396","0.114165451028946","10","0.343023255813953","3.43023255813953"
"1992","6","B","1992P04018","1","Sample","0.136","0.4837519111396","6.57902599149856E-02","7","0.343023255813953","2.40116279069767"
"1992","6","B","1992P04018","10","Sample","0.519","0.4837519111396","0.251067241881452","30","0.343023255813953","10.2906976744186"
"1992","6","B","1992P04018","11","Sample","0.299","0.4837519111396","0.14464182143074","18","0.343023255813953","6.17441860465115"
"1992","6","B","1992P04018","2","Sample","0.139","0.4837519111396","6.72415156484044E-02","9","0.343023255813953","3.08720930232558"
"1992","6","B","1992P04018","3","Sample","0.186","0.4837519111396","8.99778554719656E-02","10","0.343023255813953","3.43023255813953"
"1992","6","B","1992P04018","4","Sample","0.144","0.4837519111396","6.96602752041024E-02","8","0.343023255813953","2.74418604651162"
"1992","6","B","1992P04018","5","Sample","0.417","0.4837519111396","0.201724546945213","23","0.343023255813953","7.88953488372092"
"1992","6","B","1992P04018","6","Sample","0.222","0.4837519111396","0.107392924272991","12","0.343023255813953","4.11627906976744"
"1992","6","B","1992P04018","7","Sample","0.39","0.4837519111396","0.188663245344444","20","0.343023255813953","6.86046511627906"
"1992","6","B","1992P04018","8","Sample","0.109","0.4837519111396","5.27289583142164E-02","5","0.343023255813953","1.71511627906976"
"1992","6","B","1992P04018","9","Sample","0.152","0.4837519111396","7.35302904932192E-02","9","0.343023255813953","3.08720930232558"
"1992","6","C","1992P04019","1","Sample","0.248","0.4837519111396","0.119970473962621","13","0.343023255813953","4.45930232558139"
"1992","6","C","1992P04019","10","Sample","0.996","0.4837519111396","0.481816903495042","49","0.343023255813953","16.8081395348837"
"1992","6","C","1992P04019","11","Sample","0.693","0.4837519111396","0.335240074419743","34","0.343023255813953","11.6627906976744"
"1992","6","C","1992P04019","2","Sample","0.083","0.4837519111396","4.01514086245868E-02","4","0.343023255813953","1.37209302325581"
"1992","6","C","1992P04019","3","Sample","0","0.4837519111396","0","0","0.343023255813953","0"
"1992","6","C","1992P04019","4","Sample","0","0.4837519111396","0","0","0.343023255813953","0"
"1992","6","C","1992P04019","5","Sample","0","0.4837519111396","0","0","0.343023255813953","0"
"1992","6","C","1992P04019","6","Sample","0","0.4837519111396","0","0","0.343023255813953","0"
"1992","6","C","1992P04019","7","Sample","0.025","0.4837519111396","0.01209379777849","1","0.343023255813953","0.343023255813953"
"1992","6","C","1992P04019","8","Sample","0.172","0.4837519111396","8.32053287160112E-02","9","0.343023255813953","3.08720930232558"
"1992","6","C","1992P04019","9","Sample","0.07","0.4837519111396","0.033862633779772","4","0.343023255813953","1.37209302325581"
"1992","6","D","1992P04020","1","Sample","0","0.4837519111396","0","0","0.343023255813953","0"
"1992","6","D","1992P04020","10","Sample","0.2","0.4837519111396","0.09675038222792","6","0.343023255813953","2.05813953488372"
"1992","6","D","1992P04020","11","Sample","0.035","0.4837519111396","0.016931316889886","2","0.343023255813953","0.686046511627906"
"1992","6","D","1992P04020","2","Sample","0.224","0.4837519111396","0.10836042809527","9","0.343023255813953","3.08720930232558"
"1992","6","D","1992P04020","3","Sample","0.439","0.4837519111396","0.212367088990284","18","0.343023255813953","6.17441860465115"
"1992","6","D","1992P04020","4","Sample","0.017","0.4837519111396","8.2237824893732E-03","1","0.343023255813953","0.343023255813953"
"1992","6","D","1992P04020","5","Sample","0.063","0.4837519111396","3.04763704017948E-02","3","0.343023255813953","1.02906976744186"
"1992","6","D","1992P04020","6","Sample","0.15","0.4837519111396","0.07256278667094","7","0.343023255813953","2.40116279069767"
"1992","6","D","1992P04020","7","Sample","0.074","0.4837519111396","3.57976414243304E-02","4","0.343023255813953","1.37209302325581"
"1992","6","D","1992P04020","8","Sample","0.126","0.4837519111396","6.09527408035896E-02","6","0.343023255813953","2.05813953488372"
"1992","6","D","1992P04020","9","Sample","0","0.4837519111396","0","0","0.343023255813953","0"
"1992","8","A","1992P04021","1","Sample","0.366","0.866134272724872","0.317005143817303","14","0.729468599033816","10.2125603864734"
"1992","8","A","1992P04021","10","Sample","0.266","0.866134272724872","0.230391716544816","11","0.729468599033816","8.02415458937198"
"1992","8","A","1992P04021","11","Sample","0.061","0.866134272724872","5.28341906362172E-02","4","0.729468599033816","2.91787439613526"
"1992","8","A","1992P04021","2","Sample","2.305","0.866134272724872","1.99643949863083","79","0.729468599033816","57.6280193236715"
"1992","8","A","1992P04021","3","Sample","0.27","0.866134272724872","0.233856253635715","13","0.729468599033816","9.48309178743961"
"1992","8","A","1992P04021","4","Sample","1.041","0.866134272724872","0.901645777906592","45","0.729468599033816","32.8260869565217"
"1992","8","A","1992P04021","5","Sample","0.212","0.866134272724872","0.183620465817673","8","0.729468599033816","5.83574879227053"
"1992","8","A","1992P04021","6","Sample","0","0.866134272724872","0","0","0.729468599033816","0"
"1992","8","A","1992P04021","7","Sample","0.131","0.866134272724872","0.113463589726958","5","0.729468599033816","3.64734299516908"
"1992","8","A","1992P04021","8","Sample","0","0.866134272724872","0","0","0.729468599033816","0"
"1992","8","A","1992P04021","9","Sample","0.263","0.866134272724872","0.227793313726641","12","0.729468599033816","8.75362318840579"
"1992","8","B","1992P04022","1","Sample","0.59","0.866134272724872","0.511019220907674","22","0.729468599033816","16.048309178744"
"1992","8","B","1992P04022","10","Sample","0","0.866134272724872","0","0","0.729468599033816","0"
"1992","8","B","1992P04022","11","Sample","0","0.866134272724872","0","0","0.729468599033816","0"
"1992","8","B","1992P04022","2","Sample","0.02","0.866134272724872","1.73226854544974E-02","1","0.729468599033816","0.729468599033816"
"1992","8","B","1992P04022","3","Sample","0.249","0.866134272724872","0.215667433908493","10","0.729468599033816","7.29468599033816"
"1992","8","B","1992P04022","4","Sample","0.084","0.866134272724872","7.27552789088892E-02","3","0.729468599033816","2.18840579710145"
"1992","8","B","1992P04022","5","Sample","0.245","0.866134272724872","0.212202896817594","10","0.729468599033816","7.29468599033816"
"1992","8","B","1992P04022","6","Sample","0.027","0.866134272724872","2.33856253635715E-02","1","0.729468599033816","0.729468599033816"
"1992","8","B","1992P04022","7","Sample","0.138","0.866134272724872","0.119526529636032","3","0.729468599033816","2.18840579710145"
"1992","8","B","1992P04022","8","Sample","0.068","0.866134272724872","5.88971305452913E-02","3","0.729468599033816","2.18840579710145"
"1992","8","B","1992P04022","9","Sample","0.056","0.866134272724872","4.85035192725928E-02","2","0.729468599033816","1.45893719806763"
"1992","8","C","1992P04023","1","Sample","0.166","0.866134272724872","0.143778289272329","5","0.729468599033816","3.64734299516908"
"1992","8","C","1992P04023","10","Sample","0","0.866134272724872","0","0","0.729468599033816","0"
"1992","8","C","1992P04023","11","Sample","0","0.866134272724872","0","0","0.729468599033816","0"
"1992","8","C","1992P04023","2","Sample","0","0.866134272724872","0","0","0.729468599033816","0"
"1992","8","C","1992P04023","3","Sample","0.039","0.866134272724872","0.03377923663627","2","0.729468599033816","1.45893719806763"
"1992","8","C","1992P04023","4","Sample","0.11","0.866134272724872","9.52747699997359E-02","5","0.729468599033816","3.64734299516908"
"1992","8","C","1992P04023","5","Sample","0.372","0.866134272724872","0.322201949453652","16","0.729468599033816","11.6714975845411"
"1992","8","C","1992P04023","6","Sample","0.096","0.866134272724872","8.31488901815877E-02","2","0.729468599033816","1.45893719806763"
"1992","8","C","1992P04023","7","Sample","0.06","0.866134272724872","5.19680563634923E-02","3","0.729468599033816","2.18840579710145"
"1992","8","C","1992P04023","8","Sample","0.061","0.866134272724872","5.28341906362172E-02","2","0.729468599033816","1.45893719806763"
"1992","8","C","1992P04023","9","Sample","0.139","0.866134272724872","0.120392663908757","4","0.729468599033816","2.91787439613526"
"1992","8","D","1992P04024","1","Sample","0.945","0.866134272724872","0.818496887725004","37","0.729468599033816","26.9903381642512"
"1992","8","D","1992P04024","10","Sample","0.084","0.866134272724872","7.27552789088892E-02","4","0.729468599033816","2.91787439613526"
"1992","8","D","1992P04024","11","Sample","0.515","0.866134272724872","0.446059150453309","21","0.729468599033816","15.3188405797101"
"1992","8","D","1992P04024","2","Sample","0.279","0.866134272724872","0.241651462090239","14","0.729468599033816","10.2125603864734"
"1992","8","D","1992P04024","3","Sample","0.105","0.866134272724872","9.09440986361116E-02","4","0.729468599033816","2.91787439613526"
"1992","8","D","1992P04024","4","Sample","0.689","0.866134272724872","0.596766513907437","23","0.729468599033816","16.7777777777778"
"1992","8","D","1992P04024","5","Sample","0.31","0.866134272724872","0.26850162454471","12","0.729468599033816","8.75362318840579"
"1992","8","D","1992P04024","6","Sample","0.049","0.866134272724872","4.24405793635187E-02","3","0.729468599033816","2.18840579710145"
"1992","8","D","1992P04024","7","Sample","0.154","0.866134272724872","0.13338467799963","7","0.729468599033816","5.10628019323671"
"1992","8","D","1992P04024","8","Sample","0.053","0.866134272724872","4.59051164544182E-02","3","0.729468599033816","2.18840579710145"
"1992","8","D","1992P04024","9","Sample","0.01","0.866134272724872","8.66134272724872E-03","1","0.729468599033816","0.729468599033816"
"1992","5","A","1992P04026","1","Sample","0.798","0.763353326142477","0.609155954261697","33","0.599756690997567","19.7919708029197"
"1992","5","A","1992P04026","11","Sample","0.063","0.763353326142477","4.80912595469761E-02","4","0.599756690997567","2.39902676399027"
"1992","5","A","1992P04026","2","Sample","0.579","0.763353326142477","0.441981575836494","21","0.599756690997567","12.5948905109489"
"1992","5","A","1992P04026","3","Sample","0.758","0.763353326142477","0.578621821215998","36","0.599756690997567","21.5912408759124"
"1992","5","A","1992P04026","4","Sample","1.003","0.763353326142477","0.765643386120904","49","0.599756690997567","29.3880778588808"
"1992","5","A","1992P04026","5","Sample","0.556","0.763353326142477","0.424424449335217","25","0.599756690997567","14.9939172749392"
"1992","5","A","1992P04026","6","Sample","0.252","0.763353326142477","0.192365038187904","9","0.599756690997567","5.3978102189781"
"1992","5","A","1992P04026","7","Sample","0.443","0.763353326142477","0.338165523481117","22","0.599756690997567","13.1946472019465"
"1992","5","A","1992P04026","8","Sample","0.888","0.763353326142477","0.67785775361452","38","0.599756690997567","22.7907542579075"
"1992","5","A","1992P04026","9","Sample","0.342","0.763353326142477","0.261066837540727","20","0.599756690997567","11.9951338199513"
"1992","5","B","1992P04027","1","Sample","0.902","0.763353326142477","0.688544700180514","43","0.599756690997567","25.7895377128954"
"1992","5","B","1992P04027","10","Sample","0.443","0.763353326142477","0.338165523481117","20","0.599756690997567","11.9951338199513"
"1992","5","B","1992P04027","11","Sample","0.34","0.763353326142477","0.259540130888442","14","0.599756690997567","8.39659367396594"
"1992","5","B","1992P04027","2","Sample","0.384","0.763353326142477","0.293127677238711","17","0.599756690997567","10.1958637469586"
"1992","5","B","1992P04027","3","Sample","1.526","0.763353326142477","1.16487717569342","78","0.599756690997567","46.7810218978102"
"1992","5","B","1992P04027","4","Sample","0.289","0.763353326142477","0.220609111255176","12","0.599756690997567","7.1970802919708"
"1992","5","B","1992P04027","5","Sample","0.529","0.763353326142477","0.40381390952937","23","0.599756690997567","13.794403892944"
"1992","5","B","1992P04027","6","Sample","0.781","0.763353326142477","0.596178947717275","41","0.599756690997567","24.5900243309002"
"1992","5","B","1992P04027","7","Sample","0.667","0.763353326142477","0.509156668537032","22","0.599756690997567","13.1946472019465"
"1992","5","B","1992P04027","8","Sample","0.434","0.763353326142477","0.331295343545835","17","0.599756690997567","10.1958637469586"
"1992","5","B","1992P04027","9","Sample","0.267","0.763353326142477","0.203815338080041","12","0.599756690997567","7.1970802919708"
"1992","5","C","1992P04028","1","Sample","0.046","0.763353326142477","3.51142530025539E-02","2","0.599756690997567","1.19951338199513"
"1992","5","C","1992P04028","10","Sample","0.1","0.763353326142477","7.63353326142477E-02","7","0.599756690997567","4.19829683698297"
"1992","5","C","1992P04028","11","Sample","0.693","0.763353326142477","0.529003855016737","30","0.599756690997567","17.992700729927"
"1992","5","C","1992P04028","2","Sample","0","0.763353326142477","0","0","0.599756690997567","0"
"1992","5","C","1992P04028","3","Sample","0.171","0.763353326142477","0.130533418770364","7","0.599756690997567","4.19829683698297"
"1992","5","C","1992P04028","4","Sample","0.179","0.763353326142477","0.136640245379503","6","0.599756690997567","3.5985401459854"
"1992","5","C","1992P04028","5","Sample","0.385","0.763353326142477","0.293891030564854","16","0.599756690997567","9.59610705596107"
"1992","5","C","1992P04028","6","Sample","0","0.763353326142477","0","0","0.599756690997567","0"
"1992","5","C","1992P04028","7","Sample","0.134","0.763353326142477","0.102289345703092","9","0.599756690997567","5.3978102189781"
"1992","5","C","1992P04028","8","Sample","0.105","0.763353326142477","8.01520992449601E-02","5","0.599756690997567","2.99878345498783"
"1992","5","C","1992P04028","9","Sample","0.131","0.763353326142477","9.99992857246645E-02","4","0.599756690997567","2.39902676399027"
"1992","5","D","1992P04029","1","Sample","0.334","0.763353326142477","0.254960010931587","9","0.599756690997567","5.3978102189781"
"1992","5","D","1992P04029","10","Sample","0.215","0.763353326142477","0.164120965120633","9","0.599756690997567","5.3978102189781"
"1992","5","D","1992P04029","11","Sample","0.563","0.763353326142477","0.429767922618215","27","0.599756690997567","16.1934306569343"
"1992","5","D","1992P04029","2","Sample","0.348","0.763353326142477","0.265646957497582","11","0.599756690997567","6.59732360097324"
"1992","5","D","1992P04029","3","Sample","0.754","0.763353326142477","0.575568407911428","31","0.599756690997567","18.5924574209246"
"1992","5","D","1992P04029","4","Sample","0.167","0.763353326142477","0.127480005465794","6","0.599756690997567","3.5985401459854"
"1992","5","D","1992P04029","5","Sample","0.596","0.763353326142477","0.454958582380916","24","0.599756690997567","14.3941605839416"
"1992","5","D","1992P04029","6","Sample","0.257","0.763353326142477","0.196181804818617","12","0.599756690997567","7.1970802919708"
"1992","5","D","1992P04029","7","Sample","0.304","0.763353326142477","0.232059411147313","11","0.599756690997567","6.59732360097324"
"1992","5","D","1992P04029","8","Sample","0.71","0.763353326142477","0.541980861561159","28","0.599756690997567","16.7931873479319"
"1992","5","D","1992P04029","9","Sample","0.325","0.763353326142477","0.248089830996305","12","0.599756690997567","7.1970802919708"
"1992","7","A","1992P04031","1","Sample","0.352","0.910162947374454","0.320377357475808","12","0.803486529318542","9.6418383518225"
"1992","7","A","1992P04031","10","Sample","0.382","0.910162947374454","0.347682245897041","16","0.803486529318542","12.8557844690967"
"1992","7","A","1992P04031","11","Sample","0.049","0.910162947374454","4.45979844213482E-02","5","0.803486529318542","4.01743264659271"
"1992","7","A","1992P04031","2","Sample","0.049","0.910162947374454","4.45979844213482E-02","2","0.803486529318542","1.60697305863708"
"1992","7","A","1992P04031","3","Sample","0","0.910162947374454","0","0","0.803486529318542","0"
"1992","7","A","1992P04031","4","Sample","0.033","0.910162947374454","0.030035377263357","2","0.803486529318542","1.60697305863708"
"1992","7","A","1992P04031","5","Sample","0.046","0.910162947374454","4.18674955792249E-02","1","0.803486529318542","0.803486529318542"
"1992","7","A","1992P04031","6","Sample","0.077","0.910162947374454","0.070082546947833","3","0.803486529318542","2.41045958795563"
"1992","7","A","1992P04031","7","Sample","0","0.910162947374454","0","0","0.803486529318542","0"
"1992","7","A","1992P04031","8","Sample","0.068","0.910162947374454","6.18910804214629E-02","3","0.803486529318542","2.41045958795563"
"1992","1","C","1992P04001","1","Sample","0","0.964590328526912","0","0","0.930320150659134","0"
"1992","1","C","1992P04001","10","Sample","0.2","0.964590328526912","0.192918065705382","10","0.930320150659134","9.30320150659134"
"1992","1","C","1992P04001","11","Sample","0.031","0.964590328526912","2.99023001843343E-02","1","0.930320150659134","0.930320150659134"
"1992","1","C","1992P04001","2","Sample","0.072","0.964590328526912","6.94505036539377E-02","4","0.930320150659134","3.72128060263654"
"1992","1","C","1992P04001","3","Sample","0","0.964590328526912","0","0","0.930320150659134","0"
"1992","1","C","1992P04001","4","Sample","0.094","0.964590328526912","9.06714908815297E-02","6","0.930320150659134","5.5819209039548"
"1992","1","C","1992P04001","5","Sample","0.04","0.964590328526912","3.85836131410765E-02","4","0.930320150659134","3.72128060263654"
"1992","1","C","1992P04001","6","Sample","0.376","0.964590328526912","0.362685963526119","20","0.930320150659134","18.6064030131827"
"1992","1","C","1992P04001","7","Sample","0.105","0.964590328526912","0.101281984495326","10","0.930320150659134","9.30320150659134"
"1992","1","C","1992P04001","8","Sample","0.048","0.964590328526912","4.63003357692918E-02","4","0.930320150659134","3.72128060263654"
"1992","1","C","1992P04001","9","Sample","0.063","0.964590328526912","6.07691906971955E-02","4","0.930320150659134","3.72128060263654"
"1992","1","D","1992P04002","1","Sample","0.496","0.964590328526912","0.478436802949348","26","0.930320150659134","24.1883239171375"
"1992","1","D","1992P04002","10","Sample","0.697","0.964590328526912","0.672319458983258","42","0.930320150659134","39.0734463276836"
"1992","1","D","1992P04002","11","Sample","0.32","0.964590328526912","0.308668905128612","22","0.930320150659134","20.4670433145009"
"1992","1","D","1992P04002","2","Sample","0.452","0.964590328526912","0.435994828494164","32","0.930320150659134","29.7702448210923"
"1992","1","D","1992P04002","3","Sample","0.697","0.964590328526912","0.672319458983258","46","0.930320150659134","42.7947269303202"
"1992","1","D","1992P04002","4","Sample","0.363","0.964590328526912","0.350146289255269","26","0.930320150659134","24.1883239171375"
"1992","1","D","1992P04002","5","Sample","0.317","0.964590328526912","0.305775134143031","20","0.930320150659134","18.6064030131827"
